,episode_reward,episode,duration,step,batch_reward,critic_loss,actor_loss,actor_target_entropy,actor_entropy,alpha_loss,alpha_value,pos_sample_avg_cos_similarity,neg_sample_avg_cos_similarity,BYOL_L2_MSE_loss
0,0.0,1.0,13.577773094177246,125,,,,,,,,,,
1,23.579030900784034,2.0,0.4661402702331543,250,,,,,,,,,,
2,20.747401348917606,3.0,0.4668750762939453,375,,,,,,,,,,
3,15.208494239734875,4.0,0.4703218936920166,500,,,,,,,,,,
4,22.388913929606666,5.0,0.4666733741760254,625,,,,,,,,,,
5,16.786626931975075,6.0,0.46421217918395996,750,,,,,,,,,,
6,21.279484872018013,7.0,0.46538662910461426,875,,,,,,,,,,
7,26.341675891684616,8.0,0.46464061737060547,1000,,,,,,,,,,
8,32.46511410728092,9.0,45.70082139968872,1125,0.181424444437027,0.24771477299928665,-0.9742089221401821,-6.0,7.200666268666585,0.9268772483818115,0.09969710082604837,0.826507087290287,0.8145801492333412,0.3469858515113592
9,28.695493163265596,10.0,45.57378005981445,1250,0.18444041395187377,0.13680070877075196,-1.571154813612661,-6.0,7.607221726448305,0.9816394544416859,0.09905095436500139,0.9890221390724182,0.9675247597694397,0.021955714156851172
10,21.360272274003066,11.0,45.62763738632202,1375,0.18081308817863465,0.1341274092197418,-1.9022156624566942,-6.0,7.552017650907001,0.9785783603077843,0.09842607652655595,0.9943414330482483,0.9691993622779846,0.01131714243069291
11,17.375172496443103,12.0,45.647576570510864,1500,0.1767812591791153,0.12734295153617858,-2.205675801923198,-6.0,7.5411554459602606,0.974164157144485,0.09781004664948659,0.9950323419570923,0.9673761596679687,0.009935291318222881
12,22.58779438271834,13.0,45.690977811813354,1625,0.18044254279136657,0.11365499657392501,-2.4829081240154447,-6.0,7.630242279597691,0.969479136996799,0.0972008793430992,0.9959384469985962,0.9652423152923584,0.008123092487454414
13,15.052633903062342,14.0,45.65384483337402,1750,0.1777977521419525,0.11048622226715088,-2.752410896362797,-6.0,7.651479444196148,0.955032019845901,0.0966003208442726,0.9968485159873962,0.9648074698448181,0.006302974708378315
14,33.47158448924984,15.0,45.76403594017029,1875,0.18557165813446044,0.14186305129528046,-3.0334608252086337,-6.0,7.439353564428905,0.9198285984614539,0.09601599725396325,0.9976061549186707,0.9631738319396973,0.004787703534588217
15,41.335463397746686,16.0,45.7915575504303,2000,0.19511965143680574,0.16750364649295807,-3.326810925237594,-6.0,7.1786116938437186,0.8789513957115912,0.09545666196072843,0.9978051595687866,0.961466537475586,0.004389655239880085
16,52.60361533993375,17.0,45.821022272109985,2125,0.2161296284198761,0.21369886076450348,-3.651547674148802,-6.0,7.017931892758324,0.8328334253931803,0.09491614138852592,0.9978091406822205,0.9598685441017151,0.004381692158058286
17,55.11064555695903,18.0,45.74044394493103,2250,0.23321248590946198,0.22587166786193846,-3.969613940485062,-6.0,6.909596920013428,0.7719537433116667,0.09440597118610662,0.9980232009887695,0.9551779680252075,0.003953613432124257
18,88.08678640743123,19.0,45.79133868217468,2375,0.25872662508487704,0.2229295196533203,-4.312986336057148,-6.0,6.834919793265207,0.7280825026451595,0.0939244817756618,0.9977092485427856,0.9539840302467346,0.004581494797021151
19,87.25937807599762,20.0,45.76745843887329,2500,0.28275920140743255,0.25836176466941835,-4.72510148632911,-6.0,6.824584791737218,0.7066564281140605,0.09345404780595258,0.997674593448639,0.9523003482818604,0.004650827450677753
20,96.02593026002529,21.0,45.820547580718994,2625,0.30414596486091616,0.28364971244335174,-5.1234546767340765,-6.0,6.769510223751976,0.6976808583925641,0.09298565050462851,0.9972469749450683,0.9476507682800293,0.005506044724956155
21,105.8087263769767,22.0,45.77931523323059,2750,0.33976401066780093,0.3208283506631851,-5.612727580531951,-6.0,6.493094182783557,0.6484643153605922,0.09252511222214438,0.9968205690383911,0.9467331562042236,0.006358849268406629
22,127.14603777376489,23.0,45.81885051727295,2875,0.3683665490150452,0.33093399143218993,-6.182623378814212,-6.0,6.089710735139393,0.5655996671744755,0.09210766391283982,0.9970099573135376,0.9449880156517029,0.005980072647333145
23,129.06219730910368,24.0,45.77342891693115,3000,0.40326072239875793,0.3901529459953308,-6.822726565022623,-6.0,6.05705387361588,0.5339354031508968,0.09172166576544626,0.9967535142898559,0.9428379364013671,0.006492961825802922
24,175.09438101072064,25.0,45.80725717544556,3125,0.43120426177978516,0.4482608759403229,-7.5391593357873345,-6.0,6.011476713513571,0.5095708001227606,0.09134589052584219,0.9968843140602112,0.9414525198936462,0.006231353929266333
25,120.98840664680603,26.0,45.79270124435425,3250,0.4579730980396271,0.6466473224163055,-8.266854893776678,-6.0,6.029267334168957,0.4714349046830208,0.09097946994225321,0.9959709720611573,0.9409454684257508,0.008058073041960597
26,109.2533225145394,27.0,45.85957956314087,3375,0.4819214603900909,0.667122531414032,-8.924908123319112,-6.0,5.93543889787462,0.46179519097010296,0.09062851464507436,0.995671549320221,0.9371500387191772,0.008656887415796519
27,153.81362677846414,28.0,45.82206320762634,3500,0.49463484716415407,0.5889953567981719,-9.784670122208134,-6.0,5.73507704273347,0.431878873898137,0.09028011921573487,0.996320641040802,0.9341997928619384,0.007358722627162933
28,59.134716396934785,29.0,45.82883834838867,3625,0.5013193490505219,0.6314384384155274,-10.49334685007731,-6.0,5.690484440515911,0.4280578451497214,0.08993607591641652,0.9962844223976135,0.9324008622169495,0.007431146247312426
