,episode_reward,episode,duration,step,batch_reward,critic_loss,actor_loss,actor_target_entropy,actor_entropy,alpha_loss,alpha_value,centroid_MSE_loss
0,0.0,1.0,13.796612977981567,125,,,,,,,,
1,23.579030900784034,2.0,0.45908355712890625,250,,,,,,,,
2,20.747401348917606,3.0,0.45745229721069336,375,,,,,,,,
3,15.208494239734875,4.0,0.45421648025512695,500,,,,,,,,
4,22.388913929606666,5.0,0.45647168159484863,625,,,,,,,,
5,16.786626931975075,6.0,0.45505380630493164,750,,,,,,,,
6,21.279484872018013,7.0,0.4556999206542969,875,,,,,,,,
7,26.341675891684616,8.0,0.45232200622558594,1000,,,,,,,,
8,32.46511410728092,9.0,65.68219566345215,1125,0.17813184583187103,0.20533348870277404,-0.8991243793141275,-6.0,7.031359373577057,0.9282234907150269,0.09971696728863275,0.1818171293735504
9,22.62105662125915,10.0,63.74427247047424,1250,0.17961883199214934,0.11914057505130768,-1.53304870090177,-6.0,7.477207053092219,0.9860453749856641,0.09908118456868166,0.10292694783210754
10,18.37575940691788,11.0,57.86677026748657,1375,0.17141234707832337,0.10598792380094528,-1.8912985249171181,-6.0,7.486272637806241,0.9809147848023309,0.0984603033704128,0.08539069330692291
11,14.615259653834736,12.0,57.79712533950806,1500,0.17469129014015197,0.1110431227684021,-2.218979735528269,-6.0,7.474837564652966,0.9715455203287063,0.09784762477412909,0.06791982999444007
12,35.15409504925173,13.0,57.82954978942871,1625,0.17998083436489104,0.11553518801927566,-2.5531434255933005,-6.0,7.349806134662931,0.9567899798590039,0.09724627930018823,0.05400981843471527
13,26.498953599568576,14.0,57.8577675819397,1750,0.18537425816059114,0.13899944227933883,-2.8833472190364713,-6.0,7.210463323900776,0.9377999123065702,0.09665464656586169,0.06258767825365066
14,30.23419188575262,15.0,57.88088369369507,1875,0.18755167663097383,0.151480508685112,-3.1928133548252164,-6.0,7.125466316465348,0.9242825139136541,0.09607459198070102,0.09546372979879379
15,38.27833803266478,16.0,57.8474223613739,2000,0.19480390632152558,0.18840013456344604,-3.495653936939855,-6.0,7.01535915559338,0.8980152866532726,0.09550438840872948,0.14492202240228652
16,39.119969431112324,17.0,57.90103220939636,2125,0.2090597747564316,0.22075559604167938,-3.837718407313029,-6.0,6.906382515316918,0.86323044413612,0.09495148219104,0.1775043612718582
17,50.8132398701336,18.0,57.83803939819336,2250,0.2237882640361786,0.2550558844804764,-4.185583064633031,-6.0,6.880925663055912,0.8376182067778802,0.09441480652056175,0.21914810013771058
18,58.432075001491384,19.0,57.92695617675781,2375,0.22931896471977234,0.28125837779045104,-4.482993527064248,-6.0,6.853363877251034,0.8106545768086872,0.09389094995493234,0.24114762163162232
19,39.9177815570323,20.0,57.84556555747986,2500,0.24758282804489135,0.3353123505115509,-4.822074097971762,-6.0,6.6851282581206295,0.7940227966154775,0.09337440913272363,0.244658390045166
20,79.92740424879054,21.0,57.87809348106384,2625,0.2630661360025406,0.3316061313152313,-5.278261056022038,-6.0,6.677112443106515,0.7683499587906731,0.09287107214746164,0.23393672800064086
21,76.68440695529017,22.0,57.86070680618286,2750,0.2789048169851303,0.4361399309635162,-5.70608659713499,-6.0,6.416536477304274,0.6939775405391571,0.09238778761536051,0.23784967505931853
22,54.87813782714221,23.0,57.85601186752319,2875,0.276574564576149,0.4457719497680664,-6.143765699295771,-6.0,6.271662606133355,0.6576575788240584,0.09194621210439394,0.25316221368312836
