,episode_reward,episode,duration,step,Q1 loss,Q2 loss,Mean Target Q,Mean Q1,Mean Q2,critic_loss,batch_reward,actor_loss,actor_target_entropy,actor_entropy,alpha_loss,alpha_value
0,0.0,1.0,24.979334592819214,125,,,,,,,,,,,,
1,98.93334754503977,2.0,0.8177995681762695,250,,,,,,,,,,,,
2,83.7891973826063,3.0,0.8142983913421631,375,,,,,,,,,,,,
3,81.91120157057873,4.0,0.8138422966003418,500,,,,,,,,,,,,
4,154.56731419304836,5.0,0.8142879009246826,625,,,,,,,,,,,,
5,47.754455934765794,6.0,0.814298152923584,750,,,,,,,,,,,,
6,125.90222387858113,7.0,0.8143446445465088,875,,,,,,,,,,,,
7,143.25102190574748,8.0,0.8152568340301514,1000,,,,,,,,,,,,
8,186.90792292430567,9.0,165.36030411720276,1125,1.0267885935306549,1.0246617736816406,1.5795528841018678,1.5683368347883224,1.569872291892767,2.0514503507614137,0.8880871191024781,-1.612448640759029,-1.0,1.1491449986185347,0.1409870602545284,0.09974836310251944
9,98.98876854247303,10.0,159.8539695739746,1250,0.5337947425842285,0.5346139450073242,2.1266735305786133,2.121817080497742,2.121898889541626,1.068408679008484,0.8882734031677246,-2.186788753155739,-1.0,1.2278566023995798,0.15976849703058119,0.09910025572711807
10,107.79114854516263,11.0,155.4620339870453,1375,0.5194577841758728,0.5203675498962402,2.614540307998657,2.615228893280029,2.6152425708770752,1.03982533454895,0.8844478411674499,-2.681825868667118,-1.0,1.0693277328733415,0.14906755562812563,0.09849979445083859
11,123.9833077059191,12.0,165.55692410469055,1500,0.5962135772705078,0.5963854577541351,3.1969616775512697,3.1933467903137207,3.193451930999756,1.1925990381240845,0.8964397640228271,-3.250413317834177,-1.0,0.9252353877790512,0.14714659510120268,0.09791205327967167
12,87.72231450727995,13.0,158.63333582878113,1625,0.5693695538043976,0.5710910456180572,3.6968585662841797,3.694543869018555,3.6950306243896485,1.140460594177246,0.8996872735023499,-3.8016747444395036,-1.0,0.8050913432287792,0.1338841938783252,0.09734684599741239
13,144.17315754908122,14.0,138.23610949516296,1750,0.7232794618606567,0.7221518006324769,4.197088470458985,4.192639558792115,4.192305992126465,1.445431261062622,0.9104408712387085,-4.281925609034877,-1.0,0.7443211943872513,0.1260779168336622,0.09681843281079107
14,141.9055320365943,15.0,99.70340085029602,1875,0.9177994213104248,0.9171424717903137,4.7348885917663575,4.732061241149903,4.732628887176514,1.83494189453125,0.9231069297790527,-4.854972975594657,-1.0,0.7359509326162792,0.11631135547917987,0.09631049348823044
15,177.65008817772593,16.0,105.56760740280151,2000,1.1992240962982177,1.2008868727684021,5.438314804077148,5.430197257995605,5.430189712524414,2.4001109704971313,0.9568733506202698,-5.576121468697825,-1.0,0.6984273820154129,0.11159229026206079,0.09582433925593901
16,165.1753185759898,17.0,114.81926584243774,2125,1.5909695949554443,1.592557463645935,6.087648998260498,6.081956176757813,6.081793960571289,3.1835270614624025,0.9717614302635192,-6.233553167373415,-1.0,0.6167589619992271,0.10403247946311557,0.09534808317334709
17,148.30178261784403,18.0,119.56034326553345,2250,1.68345556974411,1.6772957363128662,6.8237619323730465,6.819347888946533,6.819495464324951,3.3607513160705564,0.9988262872695923,-6.9937172935855,-1.0,0.5210546250304868,0.0947367112723089,0.09489835282437308
18,211.77190473442099,19.0,107.93145084381104,2375,1.927128737449646,1.9289652500152588,7.676144145965576,7.672204261779785,7.672568088531494,3.8560939865112305,1.0531376481056214,-7.920399113306924,-1.0,0.4261624049099665,0.0830079275700781,0.09448795867319869
19,188.4719059149115,20.0,108.80421042442322,2500,2.8196385383605955,2.805347509384155,8.466243705749513,8.45401261138916,8.454243278503418,5.624986045837402,1.071022304534912,-8.644708279640444,-1.0,0.40336538637958225,0.07681112225738264,0.09410566248343083
20,178.04333235388805,21.0,163.55377221107483,2625,2.5553046054840087,2.548222972869873,9.226363700866699,9.223689315795898,9.22451064300537,5.10352756690979,1.088040445804596,-9.483961953057182,-1.0,0.3872038428745573,0.06860308242695672,0.09374806701340785
21,144.4049005911768,22.0,174.58621621131897,2750,2.857934534072876,2.8549606199264526,9.999155067443848,9.990434150695801,9.989622100830077,5.712895153045654,1.0902098498344421,-10.274833940690563,-1.0,0.3875904221448206,0.061179235217071345,0.09341777092999407
22,230.30597653820104,23.0,155.6569972038269,2875,5.0678947639465335,5.0187396650314335,10.928465148925781,10.91996063232422,10.921158065795899,10.08663447189331,1.131238091468811,-11.141076950799851,-1.0,0.34599524381614866,0.053333643265807675,0.09310967694526971
23,194.33979776407284,24.0,158.29088377952576,3000,4.225944063186645,4.208229341506958,11.837216644287109,11.816730255126954,11.815998504638673,8.434173397064209,1.1585629954338075,-12.01560018908593,-1.0,0.44070364991503375,0.055814187943695054,0.0928144216445673
24,298.5794961798488,25.0,141.19580674171448,3125,3.304780666351318,3.2855808029174804,12.78611826324463,12.784196182250977,12.78414533996582,6.590361469268799,1.192483669281006,-13.094110776507666,-1.0,0.3247568653452964,0.04876070032044062,0.09251482948426219
25,184.8366277668086,26.0,149.25183153152466,3250,3.323459762573242,3.3071748371124268,13.765000602722168,13.758016159057616,13.757149002075195,6.63063461303711,1.2087395553588867,-14.065574999778502,-1.0,0.3487155612918638,0.04442579049857393,0.0922459726668221
26,199.0866850600038,27.0,159.05731344223022,3375,3.1118423204421997,3.096645583152771,14.7018392868042,14.694629592895508,14.695862815856934,6.208487911224365,1.218846357345581,-15.06650131467789,-1.0,0.35195867457087077,0.03649009291141752,0.09199729080395963
