,episode_reward,episode,duration,step,batch_reward,critic_loss,actor_loss,actor_target_entropy,actor_entropy,alpha_loss,alpha_value
0,0.0,1.0,42.50604963302612,500,,,,,,,
1,45.447181319925,2.0,1.9721577167510986,1000,,,,,,,
2,30.66754504360952,3.0,277.71316957473755,1500,0.07560043847560882,0.046848920010961595,-1.4463911373615266,-6.0,7.6057627611160274,0.9786359214782715,0.09874606134861279
3,37.39023216145468,4.0,277.378653049469,2000,0.08042734244465828,0.0238373319208622,-2.5388807525634767,-6.0,7.766713045120239,0.9700747404098511,0.09630812662954666
4,48.300321299432426,5.0,277.49092078208923,2500,0.08354148511588573,0.02556545407883823,-3.564722117424011,-6.0,7.786938680648804,0.9468520197868348,0.09397344878761073
5,48.93605190646859,6.0,277.4053690433502,3000,0.08353849726915359,0.0245215665679425,-4.552881423950195,-6.0,7.775965568542481,0.9244440524578095,0.09172074327618718
6,34.71401263579288,7.0,277.6434426307678,3500,0.08225914041697979,0.022803105872124432,-5.501194900512695,-6.0,7.749849967956543,0.90269375872612,0.08954212184848542
7,45.747248378545684,8.0,277.61578488349915,4000,0.0828360587209463,0.022363819258287548,-6.406950609207153,-6.0,7.747479629516602,0.8811791269779206,0.08743344839124871
8,36.4776124420557,9.0,277.66577219963074,4500,0.08260564756393432,0.02320638659782708,-7.251474565505982,-6.0,7.756550268173218,0.8611622853279114,0.08538809744332805
9,45.164100249807,10.0,,5000,0.08250268761813641,0.018025519736111165,-7.962172565460205,-6.0,7.739392852783203,0.8407630779743195,0.08340381391770894
10,,,317.9725570678711,5000,,,,,,,
11,36.823279668811566,11.0,277.65452790260315,5500,0.08265723057091236,0.018927482893690468,-8.873848114013672,-6.0,7.746628059387207,0.8218244898319245,0.08147607709215676
12,44.19874095228352,12.0,277.45675325393677,6000,0.08222610239684582,0.020020665533840656,-9.933943981170655,-6.0,7.754800434112549,0.8028411746025086,0.07960147505667592
13,35.320510694956134,13.0,277.2544279098511,6500,0.08315381357073784,0.022685487823560835,-10.95352917098999,-6.0,7.7577918395996095,0.7837141537666321,0.07777855916159153
14,56.23299007621674,14.0,277.8228750228882,7000,0.08311209243535995,0.023646706394851207,-11.694496002197265,-6.0,7.7420250549316405,0.7642218093872071,0.07600587104671497
15,31.9791353492975,15.0,277.8176679611206,7500,0.08204303878545761,0.03537311542779207,-12.413170555114746,-6.0,7.736689302444458,0.7448408772945404,0.07428250736707677
16,34.72134096544401,16.0,277.9415729045868,8000,0.08236871059238911,0.059135859165340664,-12.958409576416015,-6.0,7.768391960144043,0.7216002736091613,0.07260874991504847
17,63.54042201545795,17.0,277.61951208114624,8500,0.08391504137217999,0.09288002327829599,-13.410447338104248,-6.0,7.770741308212281,0.6950022306442261,0.07099254645852507
18,37.67878846160186,18.0,277.8723261356354,9000,0.08343584512174129,0.17385036803781986,-13.80452959060669,-6.0,7.733374675750732,0.6635527637004852,0.06943421143429522
19,34.82609008593315,19.0,278.0203306674957,9500,0.08334511522948741,0.4159012230336666,-14.033043491363525,-6.0,7.653502128601074,0.6063216483592987,0.06796370967518693
20,40.675169932512794,20.0,,10000,0.08527485716342927,0.7432703650593757,-14.068457622528076,-6.0,7.503901016235352,0.5559819518327713,0.06659948680288484
21,,,316.4958086013794,10000,,,,,,,
22,63.303001261420725,21.0,277.8316435813904,10500,0.0854359984099865,1.1912815990447998,-14.332135177612304,-6.0,7.411523817062378,0.5061684708595275,0.06532191571059989
23,39.667172573106235,22.0,277.83148288726807,11000,0.08662663406133651,1.742467402100563,-14.762978469848633,-6.0,7.2064994468688965,0.47468010246753695,0.06409803415407435
24,79.66277577668085,23.0,277.7944691181183,11500,0.08878390938043594,2.0153298590183257,-15.19570594406128,-6.0,7.012816806793213,0.4587393001317978,0.0628903044429024
25,66.515163805626,24.0,277.65682315826416,12000,0.09052478444576263,1.7913558552265167,-15.52084939956665,-6.0,6.951933732986451,0.4647335096597672,0.06166815302925963
26,59.31159402890345,25.0,277.82647252082825,12500,0.092750567227602,1.893267255306244,-15.987230312347412,-6.0,7.004383758544922,0.46748729491233826,0.060391789514385966
27,61.74607230602989,26.0,277.6548237800598,13000,0.09510347172617913,2.262786445617676,-16.45326721572876,-6.0,6.967968978881836,0.45226705276966095,0.05911533715516998
28,106.9434698199038,27.0,277.7427475452423,13500,0.09855833362042904,2.5209574778079986,-16.942111991882324,-6.0,6.842972650527954,0.429767982006073,0.05787380488272974
29,107.32997146329808,28.0,277.85123467445374,14000,0.10180175927281379,2.805087785959244,-17.241227210998535,-6.0,6.724188896179199,0.39309784841537476,0.05670593340925988
30,77.70112000541663,29.0,277.5686228275299,14500,0.10515658138692378,3.3209925544261933,-17.51855581665039,-6.0,6.714304328918457,0.37648304653167725,0.05558159609830837
31,114.01803798705998,30.0,,15000,0.1098579136133194,3.0122296051979065,-18.039233955383303,-6.0,6.703960071563721,0.3297089544534683,0.054516453833372135
32,,,318.0259156227112,15000,,,,,,,
33,78.28789394982205,31.0,277.7174587249756,15500,0.10822748284041882,3.5063727147579193,-18.50078374481201,-6.0,6.838276350021363,0.3193597935438156,0.05351951030579073
34,29.85687940849311,32.0,277.50901079177856,16000,0.1083922640234232,4.680375883340836,-18.78825668334961,-6.0,6.9437149772644045,0.32580464136600495,0.05247882392327311
35,55.63276434256263,33.0,277.278981924057,16500,0.10822190509736537,6.5283621706962585,-19.21596230316162,-6.0,6.694277626037597,0.28351858150959014,0.051457244507002065
