,episode_reward,episode,batch_reward,critic_loss,actor_loss,actor_target_entropy,actor_entropy,alpha_loss,alpha_value,duration,step
0,186.90792292430567,9.0,0.8991958169937134,1.9836403932571411,-1.6753901058719272,-1.0,1.162688423953359,0.14283317806465284,0.09974243059589602,93.68974041938782,1125
1,89.85211175207436,10.0,0.8712450909614563,0.7873220853805541,-2.1800203438728087,-1.0,1.2742782004417912,0.16448449559750095,0.09909266412110959,98.84790372848511,1250
2,107.7813624089537,11.0,0.9159822840690612,0.7989148530960083,-2.672968043221368,-1.0,1.1922330042672535,0.1559327772212407,0.0984719675466451,94.3127453327179,1375
3,182.39419400959355,12.0,0.9472618160247803,0.9491819024085999,-3.249480570516279,-1.0,1.0525151616142643,0.14930632686422718,0.09787924343935613,104.22456908226013,1500
4,158.44255283485256,13.0,0.9749338383674622,1.2069609589576722,-3.9125655416458374,-1.0,0.8867037854497395,0.13674699042051558,0.0973202460302007,97.87710571289062,1625
5,162.0804229396788,14.0,0.9936445455551147,1.7162566003799438,-4.546121504998976,-1.0,0.8723836377743752,0.13096342440093717,0.09678782700734814,105.77568221092224,1750
6,111.00488093823992,15.0,1.0046223855018617,1.7078826580047608,-5.133461308857751,-1.0,0.8687165133536808,0.12411554902791977,0.09626717601617898,101.46443819999695,1875
7,176.94784462736047,16.0,1.0104443168640136,1.9059187784194946,-5.732620054675687,-1.0,0.8125893906239541,0.11365498097673539,0.09577285309138295,104.6102979183197,2000
8,100.94542235235632,17.0,1.0126465134620666,2.2311513547897337,-6.384534169757177,-1.0,0.7743476023749699,0.10407720884633442,0.09530834939065368,97.1290020942688,2125
9,171.47484452690844,18.0,1.0211507859230042,2.55223224067688,-7.0759576289884505,-1.0,0.7780073727330854,0.09501960669313708,0.09487232605693026,106.53308749198914,2250
10,170.05887458334365,19.0,1.0369762487411498,6.76744100189209,-7.569725604284377,-1.0,0.8678100960595267,0.09298417906439493,0.09445167059140819,100.1894097328186,2375
11,132.56112798919835,20.0,1.0690356106758119,3.3368417167663575,-8.182370331979566,-1.0,0.879792837365981,0.09808450660878612,0.09401229333061882,96.21073269844055,2500
12,196.52582951821503,21.0,1.0700696258544922,3.2586496906280518,-8.465151983594138,-1.0,0.7703452867174906,0.09672852842107652,0.09354667588570197,95.26930117607117,2625
13,179.12050247129227,22.0,1.099973253250122,3.8132905139923094,-9.24387614957748,-1.0,0.6729289168311704,0.08681219407627659,0.09310353201775215,90.6624059677124,2750
14,272.8527831500755,23.0,1.1499640402793885,4.3029573802948,-10.148610584319584,-1.0,0.5858210769910661,0.07251667515152976,0.09271068043190116,87.45346021652222,2875
15,206.91509525784687,24.0,1.1808251161575318,4.834687555313111,-11.051466326559744,-1.0,0.5770762644467815,0.06314182053169896,0.0923678560263582,83.23400020599365,3000
16,282.06894911603126,25.0,1.2193337869644165,5.336220066070557,-12.077439974224756,-1.0,0.565295522175138,0.050331393345480875,0.09207703484717779,91.78247404098511,3125
17,228.01843924982145,26.0,1.2392609043121339,6.883011837005615,-13.003762152887159,-1.0,0.5402116482296297,0.04105458904298082,0.0918275353857764,90.31017875671387,3250
18,258.5757510607581,27.0,1.2857811260223388,7.493108379364013,-14.132122690715487,-1.0,0.4805050634202503,0.035586582408064886,0.0916089541393539,94.53349041938782,3375
19,256.5569162557696,28.0,1.3078350439071655,7.79617153930664,-15.217342207508702,-1.0,0.47533591908793293,0.03259326397411285,0.09141876243559081,81.10570812225342,3500
20,269.6183033975371,29.0,1.3307040281295777,7.379575862884521,-16.277061205061656,-1.0,0.4495692203442256,0.024330696150187462,0.09124367629254693,92.0424313545227,3625
21,240.46196057260798,30.0,1.3558372640609742,7.706372005462646,-17.473639457456528,-1.0,0.4015354689571165,0.015821065073983082,0.09111277435886049,81.02760410308838,3750
22,213.90301977780712,31.0,1.3626743669509889,8.102721996307373,-18.488316793290394,-1.0,0.3949236749183564,0.015375483878112087,0.09101641638909207,92.60287022590637,3875
23,280.51436560263073,32.0,1.3845487585067748,8.838473823547364,-19.82692410868983,-1.0,0.3681271996709608,0.009273550845870388,0.09093452510376132,93.34792351722717,4000
24,279.35026770359815,33.0,1.4467889642715455,10.177914276123047,-21.219754960801865,-1.0,0.34436952381853075,0.00828654351200731,0.09087355534808024,91.20246243476868,4125
25,350.442653932972,34.0,1.4674495515823365,10.643542041778565,-22.655148567691928,-1.0,0.3279423728104561,0.006287537309558942,0.09081881750359781,83.25294589996338,4250
26,278.4163923996516,35.0,1.492749934196472,11.572132190704346,-23.952894664946058,-1.0,0.28851961498222656,0.00214225493393661,0.09078229744059045,91.95514035224915,4375
27,330.1949646184639,36.0,1.5209671287536621,11.329645454406739,-25.10944055741833,-1.0,0.3011176461173642,0.003714553264041071,0.09076097002311517,91.86933660507202,4500
28,333.0043895776485,37.0,1.5601910028457642,11.32243645477295,-26.666381563459122,-1.0,0.24841622771724822,-0.0013220862842105803,0.09074699880215832,84.3707811832428,4625
29,316.86987646719734,38.0,1.6015870590209962,12.791766761779785,-28.39878023824384,-1.0,0.19462147846277203,-0.006313601844838911,0.09077245144953819,73.35971021652222,4750
30,473.8709297012447,39.0,1.6316537075042725,13.811411239624023,-29.921945359971787,-1.0,0.21703384420464908,-0.00912338076066965,0.09085573710149077,69.13144302368164,4875
31,267.48564992295314,40.0,1.6610097513198852,15.380237030029297,-31.581692326453425,-1.0,0.1859858618117869,-0.01193159844748856,0.09094890837619427,,5000
32,419.6270370294862,41.0,1.6992721815109253,15.31384555053711,-33.1166143871489,-1.0,0.19939263295086604,-0.010713321936597664,0.09105436963426368,71.35416650772095,5125
33,387.04593675006095,42.0,1.7357225952148438,18.118655838012696,-34.77128810267295,-1.0,0.19064306581933652,-0.016827986536232093,0.0911860187564268,67.39492273330688,5250
34,372.979206561688,43.0,1.7567440967559815,19.411717308044434,-36.650284903390066,-1.0,0.1444392545178296,-0.017457703523899592,0.09135373340290537,65.07570242881775,5375
35,404.16058209464126,44.0,1.80301194190979,21.19864524078369,-38.39477908226751,-1.0,0.13797424182355886,-0.02223383168119096,0.09155985850922846,68.8511893749237,5500
36,369.125955089417,45.0,1.8420783357620238,22.852305709838866,-40.360022893027654,-1.0,0.1474362045289978,-0.028825816920115835,0.09183225432454424,70.86848330497742,5625
37,462.20952170981553,46.0,1.8695553178787232,23.937932151794435,-42.338424190398186,-1.0,0.15299665896342166,-0.031649882815057234,0.09216611157303102,65.36127281188965,5750
38,352.465139029874,47.0,1.878868395805359,24.915877014160156,-44.16324137127589,-1.0,0.1347009123613437,-0.034501940071109745,0.09255192620575167,65.21195888519287,5875
39,467.3426263175295,48.0,1.906451145172119,25.3390352935791,-46.3262807784542,-1.0,0.08109118732353372,-0.03776523757786039,0.09296362041757915,70.99195575714111,6000
40,286.08316133054717,49.0,1.9320165634155273,28.732353057861328,-48.34697674948072,-1.0,0.10232656787607879,-0.03760058447600357,0.09341803748408187,72.90162205696106,6125
41,532.0204627378389,50.0,1.968933210372925,28.55807516479492,-50.54432825888357,-1.0,0.05646110959951916,-0.04370285318263115,0.09391165430729399,93.80711650848389,6250
42,374.31121982094623,51.0,2.011676000595093,28.944590286254883,-52.9310435340518,-1.0,0.057219619034892984,-0.042892077967288,0.0944214678561778,94.43178057670593,6375
43,444.0653798539275,52.0,2.0253525791168214,29.267745544433595,-55.087152542606475,-1.0,0.035146229434758425,-0.04784614718969791,0.09498312717998736,96.37074732780457,6500
44,388.0503719151493,53.0,2.054733839035034,31.425046737670897,-57.22592272077288,-1.0,0.04126047517453867,-0.0515405001148345,0.09558490467979436,106.15887212753296,6625
45,483.90328994409555,54.0,2.093073539733887,29.99429118347168,-59.7937322431995,-1.0,0.026902748572249568,-0.05396006779084282,0.0962490090988686,108.39062118530273,6750
46,466.49960687245834,55.0,2.136124736785889,30.91607157897949,-62.270809657989986,-1.0,0.005500070115048734,-0.058275919910224655,0.09693768015552552,105.82485055923462,6875
