,episode_reward,episode,duration,step,batch_reward,critic_loss,actor_loss,actor_target_entropy,actor_entropy,alpha_loss,alpha_value,pos_sample_avg_cos_similarity,neg_sample_avg_cos_similarity,curl_loss
0,0.0,1.0,17.30567193031311,125,,,,,,,,,,
1,98.93334754503977,2.0,0.8484764099121094,250,,,,,,,,,,
2,83.7891973826063,3.0,0.8501501083374023,375,,,,,,,,,,
3,81.91120157057873,4.0,0.8477818965911865,500,,,,,,,,,,
4,154.56731419304836,5.0,0.8510613441467285,625,,,,,,,,,,
5,47.754455934765794,6.0,0.8466079235076904,750,,,,,,,,,,
6,125.90222387858113,7.0,0.8461508750915527,875,,,,,,,,,,
7,143.25102190574748,8.0,0.8449928760528564,1000,,,,,,,,,,
8,186.90792292430567,9.0,205.93295073509216,1125,0.9041237902641296,2.60151243019104,-1.5127650707487077,-1.0,1.1784975488507559,0.14417441851562923,0.09972210593927118,0.9935396957397461,0.9893772220611572,6.590855960845947
9,127.18978778158389,10.0,204.33748602867126,1250,0.9192612919807434,2.158929919242859,-2.233807877186806,-1.0,1.2687640766943655,0.16298793809067819,0.099058338945852,0.9695413699150085,0.9571389384269714,6.171067558288574
10,116.40225330302253,11.0,204.18295788764954,1375,0.9368568239212036,1.819860499382019,-2.5785677508702354,-1.0,1.2734937743535117,0.16184619518499527,0.09842545464289548,0.9799939284324646,0.9579548988342285,6.158985061645508
11,147.95176478818888,12.0,199.9068877696991,1500,0.9902283878326416,2.2207304077148438,-2.9903064697019515,-1.0,1.2712729188703722,0.16089222123545985,0.09780770154670125,0.9955157928466797,0.970189793586731,6.152394504547119
12,231.06422807988793,13.0,196.91463351249695,1625,1.035054398536682,2.5556398181915285,-3.4210734670124356,-1.0,1.1897113417822218,0.15984722191379183,0.09719703373333823,0.9895751829147339,0.9593904633522033,6.141522644042968
13,157.0958779682104,14.0,196.81383347511292,1750,1.0454646778106689,3.818931911468506,-3.8686341854833786,-1.0,1.0681356278158003,0.1559804158826028,0.09659911016941276,0.944659061908722,0.916030351638794,6.145542892456055
14,120.63682073982538,15.0,196.98304986953735,1875,1.0233538198471068,5.147476245880127,-4.676065191390022,-1.0,1.156766218798501,0.15503594066415513,0.09601396469373916,0.9917684316635131,0.9574554839134216,6.130333892822265
15,152.47808889683625,16.0,196.4537844657898,2000,1.0569412617683411,4.7436894550323485,-4.863179583703318,-1.0,0.9397878598782324,0.14965419795724652,0.09543274214988076,0.9957600650787354,0.9571390705108642,6.120217620849609
16,224.97017269753164,17.0,196.92138266563416,2125,1.0825116667747499,5.4461896591186525,-5.377744455186147,-1.0,0.7340979306470781,0.13535520611774354,0.09489280585705176,0.9979767942428589,0.952588348865509,6.1155651130676265
17,49.159690137602176,18.0,196.64212107658386,2250,1.041943283557892,6.9215820655822755,-6.049268045733052,-1.0,0.7598704735357915,0.13325756884390308,0.09438023024573368,0.9972434368133545,0.9413554568290711,6.104446762084961
18,59.08495862170858,19.0,196.8266441822052,2375,1.0264732718467713,8.442307739257812,-6.756476644485716,-1.0,0.8825770994973561,0.13731198710581613,0.09385812911024648,0.9954254260063171,0.9357994632720947,6.101306980133057
19,196.98981484580804,20.0,196.71894478797913,2500,1.0449185652732849,8.979288063049317,-7.385403602353988,-1.0,0.7434548824544875,0.12853515184214037,0.09333697751048836,0.9957350344657898,0.9359363927841187,6.094016372680664
20,65.51442492581097,21.0,196.9373264312744,2625,1.0221707544326781,9.622507995605469,-7.807512101672945,-1.0,0.7735821864907704,0.1283783380474363,0.09283690587826088,0.9967238602638244,0.9374650921821595,6.084983394622803
21,170.3130502089259,22.0,196.80169987678528,2750,1.0597037477493285,10.448054595947266,-8.534229293946296,-1.0,0.775903758022093,0.1251239811460818,0.09233368309253617,0.9964172201156616,0.9382531204223633,6.081589275360107
22,223.8872765173284,23.0,197.11971759796143,2875,1.0938469333648682,10.522671939849854,-9.021632406446669,-1.0,0.7642102392892989,0.1209565159820375,0.09184058471226551,0.9931383867263794,0.9335844731330871,6.075999870300293
23,163.25515253772141,24.0,196.7656214237213,3000,1.0923587675094604,11.898458770751953,-9.408486935400195,-1.0,0.7127848724203725,0.11731694698814422,0.09135572458717515,0.9911153502464295,0.9311410918235778,6.06992304611206
24,152.64565319825448,25.0,197.21913528442383,3125,1.0966434316635132,12.978220252990722,-10.103795233226958,-1.0,0.6935660777583955,0.1170345087136541,0.09088278020932013,0.9912530822753907,0.933741446018219,6.058997703552246
25,195.34032586596192,26.0,196.95243000984192,3250,1.1149171981811523,13.32190393447876,-10.558710898122479,-1.0,0.7363143524815959,0.1184498720592068,0.0904020280089023,0.9937392172813415,0.9301504192352295,6.057863758087159
26,190.9838761999796,27.0,197.20641589164734,3375,1.1192391028404236,14.990504539489747,-11.766333595154778,-1.0,0.6646442612012228,0.11751507281784028,0.08991353138555987,0.9957972903251648,0.9252894525527954,6.044996253967285
27,76.24317338164232,28.0,196.90436482429504,3500,1.1195726265907289,16.397570404052736,-12.556549933648878,-1.0,0.6963527659254689,0.11455782635077354,0.08943107078661489,0.9926452150344849,0.9142008442878723,6.036454280853271
28,253.57750481591344,29.0,197.152734041214,3625,1.1395138311386108,17.148260520935057,-13.662551516578311,-1.0,0.6702691193610902,0.10796847017038436,0.08896279949597527,0.9964727687835694,0.9109757328033448,6.029634307861328
29,185.7492763636869,30.0,196.93677854537964,3750,1.1609366731643678,16.483587814331056,-13.963321593499952,-1.0,0.645239285884365,0.10378895964353316,0.08851899506124428,0.9965744624137879,0.9044111065864563,6.017671772003174
30,116.43892483360183,31.0,197.23499417304993,3875,1.1435900979042053,14.87034992980957,-14.555520209055098,-1.0,0.6545971083262611,0.1013605154695965,0.08807260196473853,0.9966668691635132,0.9018524265289307,6.0146196212768555
31,201.99895553581817,32.0,196.8678333759308,4000,1.154256957054138,13.743968254089355,-15.239260212067634,-1.0,0.657569762800009,0.09680458278425279,0.08764742010844888,0.9966818695068359,0.9012482414245605,6.012936550140381
32,134.3424987715543,33.0,197.17891383171082,4125,1.1622075748443603,13.89501823425293,-15.827545529320126,-1.0,0.6822315236878773,0.09537721212421145,0.08723041939668312,0.9965751624107361,0.8939208512306214,5.993489337921143
33,230.4436859935817,34.0,197.08828020095825,4250,1.1807565784454346,12.460021583557129,-16.24998575641263,-1.0,0.6805733855693571,0.08693281849545817,0.08682856635949318,0.9965735087394715,0.8942203512191772,5.99177326965332
