,episode_reward,episode,duration,step,batch_reward,critic_loss,actor_loss,actor_target_entropy,actor_entropy,alpha_loss,alpha_value,pos_sample_avg_cos_similarity,neg_sample_avg_cos_similarity,curl_loss
0,0.0,1.0,13.70451545715332,125,,,,,,,,,,
1,23.579030900784034,2.0,0.4786553382873535,250,,,,,,,,,,
2,20.747401348917606,3.0,0.48123621940612793,375,,,,,,,,,,
3,15.208494239734875,4.0,0.47637128829956055,500,,,,,,,,,,
4,22.388913929606666,5.0,0.47852373123168945,625,,,,,,,,,,
5,16.786626931975075,6.0,0.4763007164001465,750,,,,,,,,,,
6,21.279484872018013,7.0,0.4746577739715576,875,,,,,,,,,,
7,26.341675891684616,8.0,0.4791743755340576,1000,,,,,,,,,,
8,32.46511410728092,9.0,54.55998730659485,1125,0.18193332719802857,0.2775545959472656,-0.8355122511349027,-6.0,7.1713198366619295,0.926813892310574,0.09969780975188047,0.978327196598053,0.9606825962066651,6.26191255569458
9,29.77235570662534,10.0,54.51243305206299,1250,0.1867392271757126,0.13708795511722566,-1.3905948150542475,-6.0,7.512121338998118,0.9813831227440988,0.09905276464675422,0.999541118144989,0.9713104991912842,6.174228897094727
10,25.40072529906302,11.0,54.39806270599365,1375,0.18384693717956543,0.13108917200565337,-1.7607250402844141,-6.0,7.511230430905781,0.9788074020355467,0.09842783436900625,0.9991992135047912,0.9679126543998718,6.168565341949463
11,11.015406846150798,12.0,54.44653654098511,1500,0.17681066393852235,0.12641027504205704,-2.0716026752225813,-6.0,7.544021937154954,0.9720215758969707,0.09781273081155857,0.9988887481689454,0.9637679014205932,6.1638264465332036
12,28.896371301971715,13.0,54.56284213066101,1625,0.18409160828590393,0.12879150527715683,-2.3685628838009305,-6.0,7.542706739334833,0.9635733536311558,0.09720558359119887,0.9980430307388306,0.9601913442611695,6.157353134155273
13,17.98707510467939,14.0,54.50440263748169,1750,0.18002587127685546,0.12287565845251083,-2.6456142856228735,-6.0,7.65302155094762,0.9605744327268293,0.09660553341974713,0.9944562349319458,0.9539792523384094,6.152900436401367
14,29.279935780156272,15.0,54.560914754867554,1875,0.1877669026851654,0.16353752952814102,-2.6203135460142106,-6.0,7.82911339260283,0.9549590197820512,0.09601023997084035,0.954932409286499,0.9214145510196686,6.764542175292969
15,27.159776888991182,16.0,54.51708149909973,2000,0.18565231442451477,0.13308828490972519,-2.741901501532524,-6.0,7.775334065960299,0.9473883865341064,0.09542078106718199,0.9996744441986084,0.9637784609794616,6.135578353881836
16,20.08171313272954,17.0,54.58184623718262,2125,0.18772801887989043,0.14832862997055055,-2.954848785249014,-6.0,7.76775740820264,0.93524294050913,0.09483916928739028,0.9996090207099915,0.9583662533760071,6.125910140991211
17,28.97211735825769,18.0,54.59678626060486,2250,0.18667208075523375,0.16336932468414306,-3.192600219480453,-6.0,7.693965727283109,0.9052906382468439,0.09427034907235689,0.9994683470726013,0.950065182685852,6.110662269592285
18,28.15719666216272,19.0,54.622103691101074,2375,0.1928006967306137,0.18283787298202514,-3.3493648672860767,-6.0,7.529699666159494,0.8759687069862608,0.09372095286352072,0.9993946542739868,0.9455693321228027,6.10227547454834
