,MSE,step
0,0.06120607037097216,1100
1,0.0389969839900732,1200
2,0.036787784285843374,1300
3,0.037183465138077736,1400
4,0.03701902333647013,1500
5,0.03767518658190966,1600
6,0.038565660342574117,1700
7,0.03924606099724769,1800
8,0.0396779403090477,1900
9,0.03505154216662049,2000
10,0.02792962221428752,2100
11,0.024692776650190353,2200
12,0.02285743711516261,2300
13,0.021770582459867002,2400
14,0.02070731982588768,2500
15,0.01973370844498277,2600
16,0.019269687570631504,2700
17,0.018932800889015198,2800
18,0.0185689739510417,2900
19,0.018303271364420653,3000
20,0.017724636662751436,3100
21,0.017566396035254003,3200
22,0.017088810577988625,3300
23,0.01680778876878321,3400
24,0.01633306379429996,3500
25,0.016022818880155682,3600
26,0.015752889709547163,3700
27,0.01559930196031928,3800
28,0.015225815195590258,3900
29,0.015128876930102706,4000
30,0.014709124295040964,4100
31,0.014585375376045704,4200
32,0.014355143764987588,4300
33,0.014183335173875093,4400
34,0.014066504798829555,4500
35,0.013814653670415282,4600
36,0.01363480208441615,4700
37,0.013503354098647833,4800
38,0.013160093007609248,4900
39,0.013026321409270167,5000
40,0.012788029266521334,5100
41,0.012748378282412886,5200
42,0.012623780136927963,5300
43,0.01249299014918506,5400
44,0.01231838739477098,5500
45,0.012476391345262527,5600
46,0.01224604532122612,5700
47,0.012160298489034176,5800
48,0.01210151880979538,5900
49,0.012059275172650813,6000
50,0.011833780882880092,6100
51,0.011743849525228143,6200
52,0.01166319533251226,6300
53,0.011656201668083668,6400
54,0.011484691835939885,6500
55,0.011492361966520547,6600
56,0.011484999097883702,6700
57,0.011449064817279577,6800
58,0.011310047963634133,6900
59,0.011214769473299383,7000
60,0.011320233289152383,7100
61,0.011141137424856425,7200
62,0.010986682279035449,7300
63,0.011021838206797838,7400
64,0.010873469496145845,7500
65,0.010762431118637323,7600
66,0.010882665188983082,7700
67,0.010808590706437827,7800
68,0.01064434576779604,7900
69,0.010516090104356408,8000
70,0.010503640100359916,8100
71,0.010385443372651935,8200
72,0.010280649093911052,8300
73,0.010350677696987987,8400
74,0.010277979616075754,8500
75,0.010343560548499227,8600
76,0.010109227038919926,8700
77,0.010094104697927833,8800
78,0.01005202429369092,8900
79,0.010137800415977836,9000
80,0.010048254672437907,9100
81,0.009990973882377147,9200
82,0.009998999647796153,9300
83,0.009965033484622837,9400
84,0.009877455970272422,9500
85,0.009874118845909835,9600
86,0.00980262872762978,9700
87,0.009751463383436203,9800
88,0.009796175714582205,9900
89,0.00973296696320176,10000
90,0.009697074089199304,10100
91,0.009736174065619708,10200
92,0.009585009915754198,10300
93,0.009641373474150896,10400
94,0.00956347344443202,10500
95,0.009705461682751776,10600
96,0.009607678530737757,10700
97,0.009537330521270633,10800
98,0.009457408590242267,10900
99,0.00951900463551283,11000
100,0.0094146993663162,11100
101,0.009363594595342875,11200
102,0.009301826721057296,11300
103,0.009354507504031061,11400
104,0.009314116965979337,11500
105,0.00939748658798635,11600
106,0.009256341634318233,11700
107,0.009242010656744242,11800
108,0.009276908691972494,11900
109,0.00915630436502397,12000
110,0.009119124207645655,12100
111,0.009166227588430047,12200
112,0.009174391385167837,12300
113,0.008979713879525661,12400
114,0.009040368553251028,12500
115,0.008908916590735316,12600
116,0.008830834794789553,12700
117,0.008967857556417585,12800
118,0.00887374353595078,12900
119,0.008948205644264818,13000
120,0.008732830146327615,13100
121,0.008728275438770652,13200
122,0.008788506565615535,13300
123,0.008696530666202306,13400
124,0.008752469951286913,13500
125,0.008631976833567024,13600
126,0.008665909306146205,13700
127,0.008669996550306678,13800
128,0.008573063099756837,13900
129,0.008791058091446757,14000
130,0.008542662458494306,14100
131,0.008575404100120067,14200
132,0.008543205913156271,14300
133,0.008521264023147523,14400
134,0.008434200226329267,14500
135,0.008577828649431468,14600
136,0.008655786863528192,14700
137,0.00837865099310875,14800
138,0.008259165761992336,14900
139,0.008373273643665016,15000
140,0.008625904168002307,15100
141,0.008288196078501642,15200
142,0.008348040245473386,15300
143,0.008262018864043057,15400
144,0.00841896875295788,15500
145,0.008119526645168662,15600
146,0.008561269431374967,15700
147,0.008262734892778099,15800
148,0.008287637159228325,15900
149,0.008063774975016712,16000
150,0.008115911139175296,16100
151,0.008172336560674011,16200
152,0.008194714458659292,16300
153,0.008115071337670088,16400
154,0.008003677995875478,16500
155,0.00808577832300216,16600
156,0.008008358711376786,16700
157,0.008210142687894405,16800
158,0.008009618008509278,16900
159,0.007903575748205185,17000
160,0.007913860590197146,17100
161,0.007938354802317917,17200
162,0.008054666081443429,17300
163,0.007992428508587182,17400
164,0.00790919388178736,17500
165,0.00788938178215176,17600
166,0.007892325222492218,17700
167,0.007914805938489734,17800
168,0.007870026743039488,17900
169,0.0077988432580605145,18000
170,0.007873475770466029,18100
171,0.008035236084833742,18200
172,0.007720498410053551,18300
173,0.007747277156449854,18400
174,0.007757704253308475,18500
175,0.007757731056772172,18600
176,0.007663670862093568,18700
177,0.007674569804221392,18800
178,0.007746616126969457,18900
179,0.007759053781628608,19000
180,0.00761232802644372,19100
181,0.007580045484937728,19200
182,0.007577535803429783,19300
183,0.0075967899197712544,19400
184,0.007545969844795763,19500
185,0.007538256798870862,19600
186,0.00748423308134079,19700
187,0.007562822108156979,19800
188,0.007536696423776448,19900
189,0.007522544153034687,20000
190,0.007463776613585651,20100
191,0.007404202930629254,20200
192,0.007453019474633038,20300
193,0.007410782976076007,20400
194,0.007443280811421573,20500
195,0.007411833582445979,20600
196,0.00741134683135897,20700
197,0.0073627270059660075,20800
198,0.0074292814685031775,20900
199,0.00729316255543381,21000
200,0.0073195657227188345,21100
201,0.007315640337765217,21200
202,0.007312319311313331,21300
203,0.007286414941772818,21400
204,0.007290805703960359,21500
205,0.00726027341093868,21600
206,0.0072290895879268645,21700
207,0.007208244418725371,21800
208,0.007260770425200462,21900
209,0.007213370362296701,22000
210,0.007275971723720432,22100
211,0.0072027154685929415,22200
212,0.007179287509061396,22300
213,0.007148170829750598,22400
214,0.007156842099502683,22500
215,0.007161542386747897,22600
216,0.007134336070157588,22700
217,0.007058784794062376,22800
