,episode_reward,episode,duration,step,batch_reward,critic_loss,actor_loss,actor_target_entropy,actor_entropy,alpha_loss,alpha_value,curl_loss
0,0.0,1.0,12.420918226242065,125,,,,,,,,
1,23.579030900784034,2.0,0.49898815155029297,250,,,,,,,,
2,20.747401348917606,3.0,0.5096645355224609,375,,,,,,,,
3,15.208494239734875,4.0,0.4985787868499756,500,,,,,,,,
4,22.388913929606666,5.0,0.5015854835510254,625,,,,,,,,
5,16.786626931975075,6.0,0.5106112957000732,750,,,,,,,,
6,21.279484872018013,7.0,0.5002062320709229,875,,,,,,,,
7,26.341675891684616,8.0,0.48442959785461426,1000,,,,,,,,
8,32.46511410728092,9.0,97.46672630310059,1125,0.17746043860912322,0.2521816917657852,-0.9189797294518304,-6.0,7.090597966360668,0.9307149960881188,0.09971562349528434,6.377118103027343
9,29.081024273474863,10.0,97.77851104736328,1250,0.187744136095047,0.15714578366279602,-1.6141099775991132,-6.0,7.674708104902698,0.9878401929332364,0.09907877447086966,6.20847671508789
10,34.58771997286937,11.0,108.08021473884583,1375,0.19192736828327178,0.14170102530717849,-1.8784766764867873,-6.0,7.742057891119094,0.9795879579725719,0.09845904343082228,2.5837014231681823
11,22.813782944530843,12.0,113.61341953277588,1500,0.19223703563213348,0.11608090877532959,-1.9322269962679954,-6.0,7.785713887983753,0.9675462899669525,0.0978484974988473,0.025664045177400112
12,32.656817487465325,13.0,116.7764048576355,1625,0.19775659275054933,0.05474404913187027,-2.251045438978407,-6.0,7.674023696354458,0.9409382021616376,0.09725053175979392,0.013332272496074438
13,25.824059662510894,14.0,131.89563584327698,1750,0.20222857749462128,0.06078938150405884,-2.5887249092901907,-6.0,7.544207180699995,0.9104962435460859,0.09667139303402382,0.012753189269453288
14,36.8321740758208,15.0,104.0855917930603,1875,0.2049363079071045,0.049100837469100954,-2.9554783313993425,-6.0,7.384219184754387,0.8743011951446533,0.09610890092952301,0.00869157710019499
15,36.28599398268313,16.0,101.77123022079468,2000,0.21655664455890655,0.05776094651222229,-3.315673551251811,-6.0,7.25427822912893,0.8448307100803621,0.09556342335597809,0.008505248418077826
16,34.933657830298166,17.0,100.38816618919373,2125,0.22173513185977936,0.0811861863732338,-3.64704378067501,-6.0,7.2010363472832575,0.8268991358696468,0.095027809461975,0.008245876451954246
17,42.0635322461247,18.0,97.91331791877747,2250,0.23254215860366823,0.09295388352870941,-4.004146587464117,-6.0,7.231122309161771,0.8295549298486402,0.09448977677283076,0.0070395915415138
18,73.61000583103649,19.0,97.970942735672,2375,0.24740033769607545,0.08359787008166313,-4.438506073421902,-6.0,7.002028245774526,0.7899517644019354,0.09396448077428506,0.005460201337002217
19,57.55642411065931,20.0,98.04065704345703,2500,0.2646595402956009,0.09187465053796769,-4.825095645843014,-6.0,6.810163144142397,0.7599378064755471,0.09345485302771514,0.004728944868780673
20,71.00042791756401,21.0,97.5953803062439,2625,0.27449534690380095,0.101357934653759,-5.245031826079837,-6.0,6.6637727495223755,0.7358267884405832,0.09295769773632857,0.00506054072547704
21,35.233151193625154,22.0,97.97004628181458,2750,0.27488788616657256,0.11200338006019592,-5.6310826578447895,-6.0,6.556882196857083,0.7137414515018463,0.09247065883165616,0.00515896420320496
22,47.118708145059166,23.0,98.13832664489746,2875,0.28256003522872924,0.10720789408683777,-6.030277327885703,-6.0,6.4931890775286965,0.7040256668650915,0.09198957454099525,0.003008874013321474
23,79.19193736705358,24.0,98.12790083885193,3000,0.2982072014808655,0.13129696375131608,-6.469113126877816,-6.0,6.352277901864821,0.689430344489313,0.09151173193403717,0.003286210715537891
24,68.6830003583056,25.0,97.96624064445496,3125,0.3049554591178894,0.14829169350862503,-6.88859726890685,-6.0,6.241994327969021,0.6683939033084445,0.09103981448240815,0.0029184843299444765
25,56.95675845492171,26.0,97.8873062133789,3250,0.32089296174049375,0.24304494261741638,-7.193931941063173,-6.0,6.369164697585568,0.6627797349806754,0.09057638600058245,0.004533234734088182
26,86.83598958890795,27.0,98.1149628162384,3375,0.33226673531532286,0.1531781587600708,-7.7143589731246704,-6.0,6.111126248798673,0.6305276297387623,0.09011319918852678,0.0026809221056755634
27,80.49078857915785,28.0,98.25625705718994,3500,0.3419429183006287,0.24125101375579833,-8.150153652314216,-6.0,5.97555007473115,0.6116559832326828,0.08966931666241876,0.0036979552879929543
28,103.05417944713112,29.0,98.02085471153259,3625,0.3588529841899872,0.3327887094020843,-8.543237724001445,-6.0,6.081932537139408,0.6112827611347985,0.08922673794584678,0.005305612125899643
29,68.94867191558623,30.0,98.11967420578003,3750,0.36098567509651186,0.15626679408550262,-9.116328993151265,-6.0,5.775812002920335,0.5642329319830863,0.08879622568098172,0.002385355657665059
30,36.21123583913033,31.0,98.0292854309082,3875,0.36335911417007444,0.2016496822834015,-9.574854351225353,-6.0,5.867379264226035,0.5428935937465184,0.08838408123587291,0.0027786219797562807
31,67.63176898139902,32.0,98.14664030075073,4000,0.3669760375022888,0.23565736770629883,-10.043273310507498,-6.0,5.797198964703467,0.5329997866384445,0.08797691741029456,0.0028960372530855236
32,77.76521967956201,33.0,98.3380081653595,4125,0.374272846698761,0.6027453136444092,-10.466999735151019,-6.0,6.004260078309074,0.520064874300881,0.08757923259140653,0.005581319024553523
33,51.22787362790983,34.0,98.03915905952454,4250,0.38100663661956785,0.28384294879436495,-10.948994667299333,-6.0,5.899296499067737,0.5332491325755273,0.08716384195477629,0.002835990879801102
