,episode_reward,episode,batch_reward,critic_loss,actor_loss,actor_target_entropy,actor_entropy,alpha_loss,alpha_value,duration,step
0,186.90792292430567,9.0,0.8874580235481262,2.0799628658294678,-1.5999325816593473,-1.0,1.1828443888160918,0.13263743488295449,0.09978162628513856,86.06666874885559,1125
1,24.950795895858437,10.0,0.810982120513916,0.5304472479820251,-2.115772472273919,-1.0,1.2757642134543388,0.16474519045122207,0.099135460799315,88.1280312538147,1250
2,38.67691253724186,11.0,0.8012743525505066,1.3708524658679961,-2.3881840384195723,-1.0,1.2802125877804227,0.15972312149547396,0.09851102811664166,93.53103256225586,1375
3,193.1135274260033,12.0,0.8548013253211975,0.7425029950141907,-2.6179044092855146,-1.0,1.2761212068219339,0.15576613285849172,0.09789905057773662,90.87423634529114,1500
4,119.55065792125838,13.0,0.8732762131690979,2.0931702787876127,-3.1295169535137357,-1.0,1.2005316293428814,0.13736373730122098,0.09733545093188847,93.16497468948364,1625
5,138.93131991180104,14.0,0.8713129348754883,1.9889798974990844,-3.472202916299143,-1.0,1.2590729575003348,0.1542002760594891,0.0967724959532683,88.65289092063904,1750
6,88.68165760780866,15.0,0.874068434715271,1.1600359830856324,-3.999244462876093,-1.0,1.0669904266084944,0.13803376020893218,0.09619245054291435,89.91346669197083,1875
7,147.38525129641644,16.0,0.9005922169685364,1.5251426243782042,-4.612711914124027,-1.0,0.8239499417043501,0.12044962159087581,0.09568100309962611,89.24679327011108,2000
8,164.8863003629914,17.0,0.9426957368850708,2.5197684631347657,-5.45233368495154,-1.0,0.7573866541423495,0.10457922908521834,0.09522452984072453,92.52600121498108,2125
9,273.35851551188534,18.0,0.9875551815032959,2.8529386396408083,-6.2833121899635564,-1.0,0.7378114875285856,0.08010877644823443,0.09483813872509185,92.82251167297363,2250
10,64.85088573906067,19.0,0.9681746230125428,3.618945863723755,-6.888723017677428,-1.0,0.7016424688081893,0.0748556601031432,0.09450174281052852,87.23334860801697,2375
11,156.38527448672323,20.0,0.9945192975997925,4.012755807876587,-7.795006121358564,-1.0,0.6670829797944715,0.060314549043053584,0.094188864307286,89.82557773590088,2500
12,167.21640290599382,21.0,1.0232022218704224,5.2393162651062015,-8.76731582671877,-1.0,0.5826229131410993,0.04295374092365068,0.09394320957775407,88.81866073608398,2625
13,251.27032711309448,22.0,1.067506004333496,5.13167804145813,-9.9907513741524,-1.0,0.4909111766084548,0.03262166183201536,0.09375737134900802,81.13729214668274,2750
14,234.33131983746566,23.0,1.0929591002464294,5.966879619598389,-11.287674131847563,-1.0,0.4225299883456457,0.011972475521606468,0.09364296117497418,84.52539587020874,2875
15,199.59133418500554,24.0,1.114100450515747,5.0009974746704104,-12.515398871514105,-1.0,0.4196916486947767,-0.004592524678070819,0.0936126508233996,67.96951580047607,3000
16,223.09475020381802,25.0,1.1624209761619568,5.549580005645752,-13.924895725552998,-1.0,0.45345358101148453,-0.010199272907191208,0.09365786538331952,77.63197350502014,3125
17,256.79080531250406,26.0,1.1840202589035034,5.469710897445679,-15.24932486011136,-1.0,0.38282722739442704,-0.017673535392649712,0.09374374506600261,81.16084718704224,3250
18,169.99892135098457,27.0,1.181624207496643,5.147967132568359,-16.545196851094563,-1.0,0.360312688445288,-0.02327560613464032,0.0938723485439351,81.07236909866333,3375
19,190.90849419409952,28.0,1.1930164232254028,5.09432956123352,-17.805066754741052,-1.0,0.3137211683056047,-0.026013053322751677,0.09404386447141923,80.77510666847229,3500
20,154.6812321777134,29.0,1.192616202354431,5.839678684234619,-18.98119248284234,-1.0,0.2565161261766676,-0.028532823732507134,0.09423177543024132,73.38709497451782,3625
21,154.71879802750738,30.0,1.2078133726119995,5.71764907836914,-20.180589768194384,-1.0,0.21451670502222353,-0.034441642198456274,0.09445346162101312,82.39694356918335,3750
22,282.20891173014667,31.0,1.238174090385437,6.163887699127197,-21.665093225146098,-1.0,0.21048179186052746,-0.038812071587594726,0.09472293419983979,70.19248366355896,3875
23,231.71563989053993,32.0,1.2573825273513795,6.215830446243286,-23.115269784004457,-1.0,0.22721018436394871,-0.04796438817415507,0.09505096386558502,75.16177201271057,4000
24,197.30407828462882,33.0,1.2717455883026123,5.671371299743653,-24.40436287531777,-1.0,0.25261339474292027,-0.05204744403442693,0.09544602935571374,85.41829466819763,4125
25,252.74261510870272,34.0,1.2840512714385985,5.465566595077514,-25.75861241740565,-1.0,0.19324152991776505,-0.06344979124203805,0.09591925621119012,74.61067080497742,4250
26,177.11965006125322,35.0,1.2851151456832886,7.4100188007354735,-27.004457140725755,-1.0,0.22528409561704074,-0.06184711756687316,0.09643672854560441,79.05296921730042,4375
27,205.76637789349513,36.0,1.2982639684677124,6.067912502288818,-28.3492008947557,-1.0,0.25341677954120023,-0.05743652248695012,0.09693256502346789,73.56964159011841,4500
28,151.8058025530124,37.0,1.2902845697402954,5.7701426639556885,-29.608791442144486,-1.0,0.1769718371797353,-0.05814067357116275,0.0974285237423919,82.89383697509766,4625
29,101.03484411497155,38.0,1.287380431175232,5.76059778213501,-30.978387924932665,-1.0,0.16437204707894595,-0.053811156401230444,0.09790295715319162,82.69344973564148,4750
30,194.7553988825967,39.0,1.2986461448669433,5.240565490722656,-32.24815795535133,-1.0,0.15575635773203675,-0.05310584385953252,0.0983668414060974,71.56452059745789,4875
31,237.5478813972205,40.0,1.3006779069900514,4.712554944992066,-33.518464303785755,-1.0,0.13626076605531476,-0.05451252557817967,0.09885995040229452,,5000
32,213.486685509132,41.0,1.3259724292755126,5.312075561523438,-34.79636401221866,-1.0,0.1234796822573694,-0.05351250949833128,0.09934902356624128,61.309141397476196,5125
