,L1,CE,step
0,0.13732915073633195,1.1786370611190795,1100
1,0.13874365746974945,0.7708245652914048,1200
2,0.14291637092828752,0.5176812183856964,1300
3,0.14580959603190422,0.24829313337802886,1400
4,0.1481093445420265,0.14616370499134063,1500
5,0.14785940289497376,0.2169264753162861,1600
6,0.13282320603728295,0.2772389270365238,1700
7,0.1199373510479927,0.16398190654814243,1800
8,0.10865134865045548,0.08649397473782301,1900
9,0.09987339034676551,0.1079107540100813,2000
10,0.09473147429525852,0.11366788439452648,2100
11,0.09205819457769394,0.09540400870144367,2200
12,0.09029697813093662,0.07203873269259929,2300
13,0.08971831507980824,0.04995352409780025,2400
14,0.08817733302712441,0.038449993692338466,2500
15,0.08708437964320183,0.03035887924954295,2600
16,0.08541945748031139,0.024078463800251484,2700
17,0.08508958272635937,0.031535514574497936,2800
18,0.08434835195541382,0.04392035983502865,2900
19,0.08347192093729973,0.032673808205872776,3000
20,0.08280856989324092,0.027576573248952626,3100
21,0.0818167594820261,0.02300577474758029,3200
22,0.08086189649999141,0.020496504046022893,3300
23,0.08027186743915081,0.02196105383336544,3400
24,0.08025004580616951,0.01779878684319556,3500
25,0.07958020061254502,0.020410898420959712,3600
26,0.07877496182918549,0.020488429749384522,3700
27,0.07856625862419606,0.015387859540060162,3800
28,0.07775433778762818,0.017102153785526753,3900
29,0.07724702209234238,0.014264822816476225,4000
30,0.07653730355203152,0.014836444277316332,4100
31,0.07689005635678768,0.01334314975887537,4200
32,0.07553898200392722,0.0132268756814301,4300
33,0.07539988666772843,0.012301519205793738,4400
34,0.0751887809485197,0.012934221103787422,4500
35,0.07481063917279243,0.01074556953739375,4600
36,0.07413310952484607,0.009623749079182745,4700
37,0.07383644603192806,0.009623999949544668,4800
38,0.07375814959406853,0.008311373414471745,4900
39,0.07292933039367198,0.00984649709891528,5000
40,0.07290385626256465,0.008001153282821178,5100
41,0.07278368264436721,0.00720441123470664,5200
42,0.07269457057118416,0.00732956659514457,5300
43,0.07204985685646534,0.00613965755328536,5400
44,0.0725355339050293,0.006821803920902311,5500
45,0.07170099668204784,0.006672484120354056,5600
46,0.07213086977601052,0.005516676108818501,5700
47,0.07070666112005711,0.005557380425743759,5800
48,0.07060038603842259,0.005384718813002109,5900
49,0.07020628660917282,0.003985877407249063,6000
50,0.07012781105935574,0.00438291973201558,6100
51,0.07014522030949592,0.004110232077073306,6200
52,0.0693956633657217,0.0036997335171326997,6300
53,0.06932147838175297,0.004203693389426917,6400
54,0.06884956076741218,0.003652131804265082,6500
55,0.06824626810848713,0.003216645596548915,6600
56,0.06822658330202103,0.00295222767512314,6700
57,0.06863225437700748,0.002467593539040536,6800
58,0.0677756980061531,0.002315281309420243,6900
59,0.06778946034610271,0.002680140265729278,7000
60,0.06768973439931869,0.00210179997025989,7100
61,0.06732495717704295,0.00257730862707831,7200
62,0.0674964165687561,0.002051662119338289,7300
63,0.06702965296804905,0.0028860286134295165,7400
64,0.0665676648169756,0.002208062973804772,7500
65,0.06631802275776863,0.0024457122280728072,7600
66,0.06644860841333866,0.0030480078142136337,7700
67,0.0668418651074171,0.0020836257294286043,7800
68,0.06613779574632644,0.0021797833091113717,7900
69,0.0665995642542839,0.002160125981317833,8000
70,0.06581477202475071,0.0016224360809428617,8100
71,0.06616710379719734,0.0014682987931882963,8200
72,0.0655992003530264,0.001872993111028336,8300
73,0.06518821515142918,0.0017686368845170363,8400
74,0.06537560455501079,0.0011480440816376359,8500
75,0.06507396791130304,0.0014209457067772746,8600
76,0.06492304258048534,0.001344110950594768,8700
77,0.06483131773769855,0.0011449098883895203,8800
78,0.06477538000792266,0.0011834070843178778,8900
79,0.06436089720577001,0.0012483257876010612,9000
80,0.06614801030606031,0.0009914554288843647,9100
81,0.0647655176743865,0.0008349698374513537,9200
82,0.06429618641734124,0.0007940434507327154,9300
83,0.06438164912164211,0.0008791789744282141,9400
84,0.06482352152466773,0.0009947994694812223,9500
85,0.06523032017052173,0.0007174099347321317,9600
86,0.06402518440037966,0.0009736350481398404,9700
87,0.06383062597364188,0.0007368375672376715,9800
88,0.0634809698164463,0.0012320270627969876,9900
89,0.06331609774380922,0.0006561081850668415,10000
90,0.06351029220968485,0.0007400730680092237,10100
91,0.06362264845520257,0.0007946691763936541,10200
92,0.06405611827969551,0.0008207035416853614,10300
93,0.06268944390118122,0.0009125727065838874,10400
94,0.06307995561510324,0.0005718503778916784,10500
95,0.06274542670696974,0.0005545111850369721,10600
96,0.06311998903751373,0.0005308759858598933,10700
97,0.06257764354348183,0.0010544358589686454,10800
98,0.062174336835742,0.0005678465700475499,10900
99,0.06250612996518612,0.0013641439101775177,11000
100,0.061833140589296814,0.0005098970781546086,11100
101,0.06253900490701199,0.0005733528334531002,11200
102,0.06163717873394489,0.0006755337116192095,11300
103,0.06191492259502411,0.0003814985157805495,11400
104,0.061726577132940295,0.00047301281796535477,11500
105,0.0617118538543582,0.0004036062456725631,11600
106,0.06162071976810694,0.0007333117208327167,11700
107,0.06125435087829828,0.00040739426578511483,11800
108,0.0619055263325572,0.00035825111350277437,11900
109,0.06177717685699463,0.0005165976342686918,12000
110,0.061129182055592535,0.000569037157256389,12100
111,0.0612560499086976,0.0007893972331658005,12200
112,0.060987201370298866,0.0005653981635987293,12300
113,0.06094818506389856,0.0004529573791660368,12400
114,0.061472337879240516,0.000847942299587885,12500
115,0.06072926595807075,0.0007020401828049216,12600
116,0.06061216369271279,0.0008876567930565216,12700
117,0.061712945848703384,0.0004931341965857428,12800
118,0.06041712075471878,0.00047271096002077684,12900
119,0.06020935989916325,0.0002838419881300069,13000
120,0.061579883210361,0.0004475135034590494,13100
121,0.060195555165410045,0.00023825392876460682,13200
122,0.06016300573945046,0.00034442154596035833,13300
123,0.060260938704013826,0.0002842252762638964,13400
124,0.06032580241560936,0.0005046776059316471,13500
125,0.060464629419147965,0.00025465515951509586,13600
126,0.0601010911166668,0.00022221738632651977,13700
127,0.060385447107255456,0.0004783713389042532,13800
128,0.059678364284336566,0.00016910062280658166,13900
129,0.05947486769407988,0.0001785648708755616,14000
130,0.05937215402722359,0.00020474182027101052,14100
131,0.060702119283378125,0.00018444371424266136,14200
132,0.05963556259870529,0.0004245859996444779,14300
133,0.05938485760241747,0.0003785715355479624,14400
134,0.059172149188816546,0.00017995963178691455,14500
135,0.05964010275900364,0.00041213064425392075,14600
136,0.05903031941503287,0.0001757157204701798,14700
137,0.059160794951021674,0.0003964701117365621,14800
138,0.05893715292215347,0.00019013206809177064,14900
139,0.058979901298880574,0.00017662083395407534,15000
140,0.0590285574272275,0.00016588379781751428,15100
141,0.0599390097334981,0.0003223088855156675,15200
142,0.058437765762209895,0.00037412854639114814,15300
143,0.05879900466650725,0.0005709319106244948,15400
144,0.05840917397290468,0.00033390114003850613,15500
145,0.05841249193996191,0.0004213609416910913,15600
146,0.058412822484970095,0.0005555081622878788,15700
147,0.058241285793483255,0.0001688714645570144,15800
148,0.058545214161276816,0.0005100522374414141,15900
149,0.05808260630816221,0.00018239387121866458,16000
150,0.05811047162860632,0.00041349553866893985,16100
151,0.05887289620935917,0.00022524756597704253,16200
152,0.05817244660109282,0.00045996630033187105,16300
153,0.05789581269025803,0.0005783614993561059,16400
154,0.058020997978746894,0.00020580072232405654,16500
155,0.058124483413994316,0.00015461760900507216,16600
156,0.05815095029771328,0.00011915501738258172,16700
157,0.058023798279464245,0.00012781052504578838,16800
158,0.05845626581460237,0.00012378460600302786,16900
159,0.05776296656578779,0.00013293810305185617,17000
160,0.05792609974741936,0.0001179435206722701,17100
161,0.05786170531064272,0.0001139393795892829,17200
162,0.0572641883790493,0.00010203527934208978,17300
163,0.05770396828651428,0.0003817772942056763,17400
164,0.05769258350133896,0.00010824007898918353,17500
165,0.05772539369761944,8.45398428646149e-05,17600
166,0.05799277685582638,9.023054815770592e-05,17700
167,0.05734090942889452,0.0001307045705470955,17800
168,0.05750481840223074,0.00010433285417093429,17900
169,0.05712047424167395,0.00032019728681916606,18000
170,0.05697708025574684,0.0003451503026371938,18100
171,0.05734334297478199,8.007000800716924e-05,18200
172,0.05715425904840231,0.00010147894241526955,18300
173,0.05699116420000792,9.74743824917823e-05,18400
174,0.05726264730095863,0.000344263135411893,18500
175,0.05674211487174034,0.0002862518228357658,18600
176,0.056975261978805064,9.078442428290146e-05,18700
177,0.05699160244315862,0.00010968553837301443,18800
178,0.056885583810508254,0.000310442651680205,18900
179,0.05666518408805132,8.665466426464263e-05,19000
180,0.05667375814169645,7.444673014106229e-05,19100
181,0.05670498311519623,0.00031314805746660566,19200
182,0.05685499057173729,8.462729147140635e-05,19300
183,0.056624234467744824,7.840551777917426e-05,19400
184,0.05623054083436727,9.533737051242497e-05,19500
185,0.056487291529774664,8.633805489807855e-05,19600
186,0.056493142433464524,6.88275011270889e-05,19700
187,0.056303715147078034,7.349245875957421e-05,19800
188,0.05627784252166748,6.901579637997202e-05,19900
189,0.05645367857068777,6.484792775154346e-05,20000
190,0.05662255939096213,5.417055259385961e-05,20100
191,0.056115059666335586,6.541241833474487e-05,20200
192,0.055819524303078655,6.136713172963937e-05,20300
193,0.05567473396658897,6.733146654369193e-05,20400
194,0.056287618093192576,5.2538953914336164e-05,20500
195,0.05600241735577583,5.7726940976863265e-05,20600
196,0.055886893235147,4.4193558424012735e-05,20700
197,0.05614231090992689,0.0003332702258921927,20800
198,0.05619628969579935,3.868222413075273e-05,20900
199,0.05569886770099401,0.0003190247287966486,21000
200,0.05572469040751457,3.4859519964811624e-05,21100
201,0.05576928421854973,5.089762596981018e-05,21200
202,0.05614131893962622,5.244091993517941e-05,21300
203,0.05573995903134346,0.00030966211854320134,21400
204,0.05537472732365131,8.203023120586295e-05,21500
205,0.05535819735378027,9.588543172867503e-05,21600
206,0.05508017763495445,0.00032163239087822147,21700
207,0.05548692047595978,8.352146473043831e-05,21800
208,0.05553626928478479,0.00011193497401109198,21900
209,0.05543271128088236,9.523779288429069e-05,22000
210,0.05584787640720606,0.00010237754511763342,22100
211,0.054896900877356526,8.81971774288104e-05,22200
212,0.055726152323186395,8.08991312442231e-05,22300
213,0.05498456813395023,0.0002749446078087203,22400
214,0.0550381363928318,8.921052118239459e-05,22500
215,0.05464705560356378,9.647154241974931e-05,22600
216,0.05487224470824003,0.0001023056854319293,22700
217,0.0551070099696517,0.0003685771638993174,22800
218,0.054879882782697675,0.0005222867190241232,22900
219,0.0553871563822031,0.00010784554466226837,23000
220,0.05481156174093485,9.009598776174243e-05,23100
221,0.054704463705420495,0.00011509898522490402,23200
222,0.05475365292280912,0.00011578366978937992,23300
223,0.05432439640164375,0.00027394128981541145,23400
224,0.05458908934146166,0.00012927432922879234,23500
225,0.054935263730585576,0.0002796104777735309,23600
226,0.05464930925518274,0.0003716072390670888,23700
227,0.054666360802948476,0.0004258097690399154,23800
228,0.05471622299402952,0.00014288359841884812,23900
229,0.05407642684876919,0.0003505667659192113,24000
230,0.05424485418945551,0.00014424001878069248,24100
